;estado;cidade;populacao;pib;pib_percapita
1501;SANTA CATARINA;Concordia;70393;1650183.625;23442.43945312
1502;SAO PAULO;Taruma;13386;320347.21875;23931.50976562
1503;PARANA;Apucarana;121290;1511202.25;12459.41015625
1504;MINAS GERAIS;Rio Casca;14790;108061.46875;7306.39013672
1505;RIO GRANDE DO SUL;Sananduva;15216;277202.40625;18217.8203125
1506;PERNAMBUCO;Itacuruba;4358;19219.95507812;4410.27001953
1507;MINAS GERAIS;Fortaleza de Minas;3986;133684.859375;33538.6015625
1508;RIO GRANDE DO SUL;Sao Pedro da Serra;3311;28525.84765625;8615.48046875
1509;MINAS GERAIS;Josenopolis;4636;19152.56445312;4131.27001953
1510;MINAS GERAIS;Sem-Peixe;2993;16147.79492188;5395.18994141
1511;MATO GROSSO;Alto Paraguai;8329;65186.01953125;7826.39013672
1512;CEARA;Groairas;9971;33190.703125;3328.7199707
1513;SAO PAULO;Gastao Vidigal;4118;37278.69921875;9052.62011719
1514;RIO GRANDE DO SUL;Santa Cecilia do Sul;1776;28719.18554688;16170.70996094
1515;BAHIA;Mucuge;14714;229213.171875;15577.90039062
1516;SAO PAULO;Mendonca;4217;48696.28515625;11547.61035156
1517;RIO DE JANEIRO;Quissama;19878;1810872.25;91099.3203125
1518;SAO PAULO;Pedro de Toledo;10254;70778.8984375;6902.56005859
1519;PIAUI;Santa Luz;5495;17753.984375;3230.92993164
1520;MINAS GERAIS;Aguas Vermelhas;13301;89496.1796875;6728.52978516
1521;PERNAMBUCO;Lagoa do Carro;15230;59924.1796875;3934.61010742
1522;BAHIA;Iraquara;24415;105232.5078125;4310.16015625
1523;BAHIA;Jacaraci;14837;49422.328125;3331.02001953
1524;SAO PAULO;Santa Albertina;4992;56413.41796875;11300.75976562
1525;MINAS GERAIS;Itamogi;11218;82634.859375;7366.27001953
1526;MARANHAO;Sao Francisco do Brejao;8863;45696.53125;5155.87988281
1527;PARANA;Irati;56483;682697.9375;12086.79003906
1528;GOIAS;Porangatu;40469;332653.25;8219.95019531
1529;PIAUI;Assuncao do Piaui;8370;23011.68359375;2749.31005859
1530;SERGIPE;General Maynard;2907;13834.29785156;4758.95996094
1531;MINAS GERAIS;Tombos;8881;55267.80078125;6223.14990234
1532;SANTA CATARINA;Herval D'Oeste;19323;326972.25;16921.40039062
1533;SAO PAULO;Adamantina;34424;531913.5;15451.8203125
1534;MINAS GERAIS;Ipiacu;4374;51452.1875;11763.19042969
1535;PARANA;Mallet;12784;149617.28125;11703.48046875
1536;SAO PAULO;Platina;3407;49894.515625;14644.70996094
1537;AMAPA;Calcoene;9291;107248.828125;11543.29980469
1538;ESPIRITO SANTO;Montanha;18856;197230.15625;10459.80957031
1539;ALAGOAS;Ouro Branco;11504;32711.80273438;2843.52001953
1540;SAO PAULO;Iguape;30675;252515.78125;8231.96972656
1541;BAHIA;Itacare;27170;102075.2734375;3756.90991211
1542;RIO GRANDE DO SUL;Derrubadas;3391;41730.37890625;12306.21972656
1543;CEARA;Mauriti;44211;169606.5625;3836.30004883
1544;ALAGOAS;Junqueiro;25290;98153.7734375;3881.12988281
1545;RIO GRANDE DO NORTE;Parelhas;20676;109494.6875;5295.74023438
1546;PARANA;Perobal;5163;67708.015625;13114.08007812
1547;PARANA;Borrazopolis;8235;93202.4921875;11317.84960938
1548;GOIAS;Piracanjuba;24033;362217.96875;15071.69042969
1549;RIO GRANDE DO SUL;Sao Gabriel;59337;798197.0;13451.9296875
1550;RIO GRANDE DO SUL;Picada Cafe;5039;153711.953125;30504.4609375
1551;MINAS GERAIS;Limeira do Oeste;6792;130177.796875;19166.33984375
1552;PARANA;Medianeira;39857;637894.1875;16004.5703125
1553;PERNAMBUCO;Serra Talhada;80294;543937.5;6774.31982422
1554;SAO PAULO;Colombia;6345;144238.203125;22732.58007812
1555;PARANA;Doutor Camargo;5753;60953.90625;10595.15039062
1556;PARANA;Sertaneja;5924;102978.7890625;17383.3203125
1557;SAO PAULO;Redencao da Serra;4245;36065.66015625;8496.03027344
1558;MINAS GERAIS;Ribeirao Vermelho;3938;37746.41796875;9585.16992188
1559;RONDONIA;Nova Uniao;7944;69908.515625;8800.16992188
1560;RIO GRANDE DO NORTE;Januario Cicco;8629;39116.64453125;4533.16015625
1561;SAO PAULO;Pompeia;20168;465391.53125;23075.74023438
1562;PARANA;Jardim Olinda;1494;21127.85546875;14141.79980469
1563;PERNAMBUCO;Jatauba;15365;59477.77734375;3870.98999023
1564;RIO GRANDE DO SUL;Bom Jesus;12201;197372.390625;16176.74023438
1565;BAHIA;Itororo;20930;77047.1640625;3681.17993164
1566;ALAGOAS;Sao Bras;7062;27549.03125;3901.02001953
1567;PIAUI;Anisio de Abreu;8552;25927.50585938;3031.75
1568;ALAGOAS;Traipu;25854;68499.6875;2649.47998047
1569;SAO PAULO;Conchal;24485;369008.0625;15070.78027344
1570;PARANA;Roncador;12309;148181.59375;12038.48046875
1571;SAO PAULO;Alvares Machado;23779;199326.484375;8382.45996094
1572;PARANA;Salto do Itarare;5134;36764.2578125;7160.93994141
1573;MARANHAO;Grajau;56633;277077.53125;4892.50976562
1574;MINAS GERAIS;Setubinha;11588;37165.37890625;3207.22998047
1575;RIO GRANDE DO SUL;Pinheirinho do Vale;4635;49996.953125;10786.83007812
1576;TOCANTINS;Araguatins;26771;152885.484375;5710.85986328
1577;MINAS GERAIS;Ponte Nova;57654;687477.875;11924.20019531
1578;TOCANTINS;Taguatinga;14655;110298.09375;7526.31005859
1579;PERNAMBUCO;Salgueiro;55435;315104.03125;5684.20996094
1580;SAO PAULO;Santa Ernestina;5618;43545.33984375;7751.04003906
1581;MARANHAO;Magalhaes de Almeida;14808;59104.46484375;3991.38989258
1582;MINAS GERAIS;Itapagipe;15043;234536.9375;15591.09960938
1583;SAO PAULO;Santo Antonio do Jardim;5785;78237.4609375;13524.19042969
1584;BAHIA;Ourolandia;17080;76238.53125;4463.60986328
1585;SANTA CATARINA;Palhoca;130878;1693864.25;12942.30957031
1586;SAO PAULO;Macaubal;7672;84924.5390625;11069.41015625
1587;GOIAS;Caldazinha;3341;33231.0546875;9946.44042969
1588;MINAS GERAIS;Itamonte;14611;262661.75;17976.99023438
1589;BAHIA;Aracatu;14316;43216.1328125;3018.72998047
1590;PERNAMBUCO;Pombos;22120;106317.171875;4806.37988281
1591;PERNAMBUCO;Tracunhaem;13265;63237.58984375;4767.25
1592;PARAIBA;Catole do Rocha;28468;146767.578125;5155.52978516
1593;MATO GROSSO;Itanhanga;5061;129650.5390625;25617.5703125
1594;MINAS GERAIS;Sao Pedro do Suacui;5925;31461.02148438;5309.87988281
1595;SANTA CATARINA;Bocaina do Sul;3128;48069.1328125;15367.37011719
1596;PERNAMBUCO;Joao Alfredo;29875;121253.921875;4058.70996094
1597;BAHIA;Vitoria da Conquista;318901;3142676.75;9854.70996094
1598;PERNAMBUCO;Cha Grande;17924;92091.6328125;5137.89990234
1599;RONDONIA;Buritis;34693;326336.875;9406.41992188
1600;PARAIBA;Solanea;27951;108521.9921875;3882.58007812
1601;MINAS GERAIS;Amparo do Serra;5362;25285.09570312;4715.60986328
1602;PARA;Rondon do Para;47772;244986.21875;5128.24023438
1603;SAO PAULO;Vargem Grande do Sul;39160;435658.78125;11125.09960938
1604;SAO PAULO;Marapoama;2780;81859.9609375;29446.02929688
1605;BAHIA;Condeuba;17210;64649.53125;3756.51000977
1606;BAHIA;Jacobina;79013;523242.1875;6622.22998047
1607;RIO GRANDE DO SUL;Piratini;21180;191053.515625;9020.46972656
1608;RIO GRANDE DO SUL;Crissiumal;15096;168315.0625;11149.65039062
1609;MINAS GERAIS;Senhora dos Remedios;10588;48332.01171875;4564.79003906
1610;GOIAS;Leopoldo de Bulhoes;9518;90110.171875;9467.33984375
1611;RIO GRANDE DO NORTE;Parnamirim;184222;1963383.5;10657.70019531
1612;MINAS GERAIS;Medeiros;3398;51101.86328125;15038.80957031
1613;PARANA;Brasilandia do Sul;3260;49819.625;15282.08984375
1614;PARANA;Marialva;31397;430093.0625;13698.54003906
1615;BAHIA;Mascote;16590;57532.8671875;3467.91992188
1616;SAO PAULO;Taubate;273426;8324691.0;30445.859375
1617;SAO PAULO;Motuca;4691;68719.6796875;14649.25976562
1618;SAO PAULO;Sao Sebastiao;73631;3043796.25;41338.51171875
1619;PARA;Soure;22459;81680.953125;3636.88989258
1620;CEARA;Morrinhos;22695;68998.65625;3040.26000977
1621;RIO GRANDE DO SUL;Roque Gonzales;7394;86025.9296875;11634.55957031
1622;ALAGOAS;Campestre;6178;25780.65820312;4172.97998047
1623;PARANA;Eneas Marques;6066;81526.875;13439.96972656
1624;PARA;Gurupa;25511;79299.140625;3108.42993164
1625;PIAUI;Dom Expedito Lopes;6793;31609.2890625;4653.20996094
1626;RIO GRANDE DO NORTE;Passagem;2703;13935.78613281;5155.66992188
1627;SERGIPE;Aracaju;544039;7069448.0;12994.37988281
1628;SAO PAULO;Orlandia;37534;787616.25;20984.08007812
1629;MARANHAO;Junco do Maranhao;3950;28271.05273438;7157.22998047
1630;MATO GROSSO;Juruena;9595;91460.1015625;9532.05957031
1631;BAHIA;Cardeal da silva;8618;48083.140625;5579.39013672
1632;MARANHAO;Pinheiro;77182;316422.09375;4099.68994141
1633;BAHIA;Jaguaquara;48206;246394.6875;5111.29003906
1634;SAO PAULO;Iracemapolis;19700;520704.3125;26431.68945312
1635;RIO GRANDE DO SUL;Selbach;4912;96666.890625;19679.74023438
1636;PARANA;Santa Izabel do Oeste;11747;122608.90625;10437.46972656
1637;SANTA CATARINA;Princesa;2687;33004.6796875;12283.09960938
1638;CEARA;Pentecoste;35166;149833.015625;4260.74023438
1639;BAHIA;Gandu;31819;173949.265625;5466.83984375
1640;SAO PAULO;Cajati;28936;472912.3125;16343.38964844
1641;GOIAS;Goiatuba;32304;708512.5625;21932.66015625
1642;RIO GRANDE DO NORTE;Ipueira;2115;13287.04785156;6282.29003906
1643;MARANHAO;Luis Domingues;6997;28483.0703125;4070.75
1644;MINAS GERAIS;Guaraciama;4728;23972.3203125;5070.29003906
1645;SAO PAULO;Salmourao;4779;53295.08203125;11151.9296875
1646;SAO PAULO;Santo Antonio do Pinhal;6896;56594.77734375;8206.90039062
1647;SANTA CATARINA;Leoberto Leal;3674;57065.5078125;15532.25976562
1648;BAHIA;Itaguacu da Bahia;13269;49661.08984375;3742.63989258
1649;RIO DE JANEIRO;Duas Barras;10891;145481.40625;13357.95019531
1650;SAO PAULO;Queluz;11197;78831.6953125;7040.43017578
1651;RIO GRANDE DO SUL;Glorinha;7531;188674.734375;25053.08007812
1652;SERGIPE;Pinhao;5809;31870.4765625;5486.39990234
1653;PERNAMBUCO;Sao Lourenco da Mata;99945;430601.3125;4308.37988281
1654;BAHIA;Candido Sales;27180;93716.921875;3448.01000977
1655;AMAZONAS;Codajas;16291;84273.59375;5173.02001953
1656;MINAS GERAIS;Poco Fundo;15916;125487.59375;7884.37011719
1657;MINAS GERAIS;Timoteo;79813;1693002.375;21212.109375
1658;PIAUI;Francisco Macedo;2315;9199.64355469;3973.92993164
1659;SANTA CATARINA;Indaial;50917;1083196.5;21273.76953125
1660;BAHIA;Cicero Dantas;31832;119276.578125;3747.07006836
1661;MINAS GERAIS;Alto Rio Doce;12778;65097.45703125;5094.49023438
1662;MINAS GERAIS;Materlandia;4772;23538.46875;4932.62011719
1663;PERNAMBUCO;Sanharo;18723;82603.203125;4411.85986328
1664;SAO PAULO;Tapiratiba;12410;161548.0625;13017.5703125
1665;MARANHAO;Santa Quiteria do Maranhao;29551;92080.375;3115.97998047
1666;MINAS GERAIS;Ouro Preto;69495;2492686.75;35868.578125
1667;CEARA;Parambu;32231;103936.859375;3224.75
1668;PARANA;Abatia;7928;55714.39453125;7027.54980469
1669;SAO PAULO;Orindiuva;5406;94819.8359375;17539.74023438
1670;BAHIA;Barra do Mendes;14459;49816.65234375;3445.37011719
1671;RIO GRANDE DO SUL;Capao Bonito do Sul;1877;48154.8359375;25655.2109375
1672;SAO PAULO;Vera Cruz;9952;95465.484375;9592.58984375
1673;RIO GRANDE DO SUL;Pareci Novo;3232;52567.12109375;16264.58007812
1674;RIO GRANDE DO NORTE;Severiano Melo;5224;26589.734375;5089.91992188
1675;ALAGOAS;Jacare dos Homens;5902;30879.77734375;5232.08984375
1676;BAHIA;Jequie;150541;1552451.5;10312.48046875
1677;SAO PAULO;Pilar do Sul;28455;293537.84375;10315.86035156
1678;CEARA;Catunda;11198;37783.76171875;3374.14990234
1679;PARANA;Rio Azul;13760;150128.484375;10910.5
1680;CEARA;Varjota;17802;76601.1171875;4302.95019531
1681;RIO DE JANEIRO;Macae;194413;7057281.5;36300.4609375
1682;GOIAS;Rubiataba;18618;160824.359375;8638.11035156
1683;PERNAMBUCO;Carnaubeira da Penha;12451;44609.3125;3582.79003906
1684;MINAS GERAIS;Santana do Garambeu;2205;13781.93164062;6250.31005859
1685;RIO DE JANEIRO;Porto Real;16253;3502626.5;215506.453125
1686;CEARA;Taua;56639;242443.71875;4280.50976562
1687;MINAS GERAIS;Resende Costa;10941;66597.8359375;6087.0
1688;MINAS GERAIS;Aimores;24825;251976.84375;10150.12011719
1689;GOIAS;Ouro Verde de Goias;4599;36711.6953125;7982.54003906
1690;PARAIBA;Santa Helena;6198;24999.93164062;4033.55004883
1691;SAO PAULO;Turiuba;2040;39628.15625;19425.5703125
1692;MATO GROSSO;Diamantino;18989;908566.25;47846.98046875
1693;SAO PAULO;Ribeirao Pires;112011;1631338.625;14564.08984375
1694;TOCANTINS;Lavandeira;1683;12126.01464844;7205.0
1695;RIO GRANDE DO SUL;Mucum;4685;79309.03125;16928.2890625
1696;MATO GROSSO;Apiacas;8381;148853.84375;17760.86914062
1697;TOCANTINS;Abreulandia;2321;17476.70117188;7529.81982422
1698;PERNAMBUCO;Belem de Maria;9703;37656.3515625;3880.89990234
1699;MINAS GERAIS;Campo Florido;7105;245850.359375;34602.44140625
1700;SAO PAULO;Guapiacu;17938;389872.96875;21734.47070312
1701;PARAIBA;Caapora;20064;286072.875;14258.01953125
1702;SAO PAULO;Bananal;10822;88336.4296875;8162.66992188
1703;SAO PAULO;Morungaba;13305;232642.84375;17485.36914062
1704;PARAIBA;Aracagi;17839;100224.0078125;5618.25
1705;MARANHAO;Sao Joao do Caru;12511;39601.421875;3165.33007812
1706;MINAS GERAIS;Camacho;3229;44854.86328125;13891.25976562
1707;MINAS GERAIS;Olimpio Noronha;2655;22509.8046875;8478.26953125
1708;RIO GRANDE DO SUL;Chiapetta;4094;76856.4765625;18772.94921875
1709;GOIAS;Sao Miguel do Passa Quatro;3856;51348.8828125;13316.62011719
1710;PERNAMBUCO;Ipojuca;75512;7082403.0;93791.75
1711;CEARA;Uruburetama;20627;105931.96875;5135.60009766
1712;RIO GRANDE DO SUL;Chuvisca;5159;69552.2109375;13481.71972656
1713;MARANHAO;Conceicao do Lago-Acu;14909;48036.515625;3221.97998047
1714;MINAS GERAIS;Ipuiuna;9549;110897.609375;11613.53027344
1715;BAHIA;Apora;18738;55787.8046875;2977.26000977
1716;MARANHAO;Goncalves Dias;16911;50201.11328125;2968.55004883
1717;SAO PAULO;Alfredo Marcondes;4055;38104.7421875;9396.98046875
1718;PARA;Anajas;27386;62534.5625;2283.44995117
1719;MINAS GERAIS;Divisa Alegre;6235;42667.08984375;6843.16015625
1720;BAHIA;Guaratinga;22960;102757.34375;4475.49023438
1721;SAO PAULO;Serra Azul;10121;73476.2578125;7259.77978516
1722;PARAIBA;Cajazeirinhas;3168;14881.45996094;4697.43017578
1723;PIAUI;Socorro do Piaui;4733;13982.046875;2954.15991211
1724;MATO GROSSO;Nova Marilandia;2345;38595.01171875;16458.4296875
1725;SAO PAULO;Palestina;11354;137605.546875;12119.5703125
1726;PARAIBA;Sao Jose dos Ramos;5702;23567.55078125;4133.20996094
1727;CEARA;Erere;7332;24669.0703125;3364.58007812
1728;BAHIA;Maracas;35990;125397.140625;3484.2199707
1729;MINAS GERAIS;Montezuma;7677;29338.85351562;3821.65991211
1730;RIO GRANDE DO NORTE;Monte das Gameleiras;2449;11909.32226562;4862.93017578
1731;PARA;Ourem;15841;49183.3671875;3104.81005859
1732;SAO PAULO;Nantes;2662;86357.6171875;32440.88085938
1733;SAO PAULO;Campos do Jordao;46505;546444.5625;11750.23046875
1734;SANTA CATARINA;Paraiso;4200;46444.15234375;11058.12988281
1735;MINAS GERAIS;Sao Joao da Ponte;26983;109678.1484375;4064.70996094
1736;PIAUI;Jose de Freitas;36485;153536.328125;4208.20019531
1737;PERNAMBUCO;Pesqueira;64454;290683.65625;4509.93994141
1738;GOIAS;Agua Limpa;2111;24790.08984375;11743.29003906
1739;GOIAS;Crominia;3729;36729.203125;9849.61035156
1740;AMAZONAS;Tonantins;20286;67153.0078125;3310.31005859
1741;RIO GRANDE DO NORTE;Canguaretama;30541;144216.40625;4722.06005859
1742;SANTA CATARINA;Biguacu;56395;1205661.0;21378.859375
1743;BAHIA;Lafaiete Coutinho;3502;17013.38867188;4858.18994141
1744;MINAS GERAIS;Jose Raydan;4412;24955.75195312;5656.33984375
1745;MINAS GERAIS;Maripa de Minas;2981;19717.74804688;6614.47021484
1746;RORAIMA;Alto Alegre;14205;141954.3125;9993.25976562
1747;PIAUI;Cajazeiras do Piaui;3323;10104.80957031;3040.87011719
1748;SANTA CATARINA;Tubarao;96529;1591460.375;16486.859375
1749;SAO PAULO;Uniao Paulista;1522;35924.9140625;23603.75
1750;RIO GRANDE DO SUL;Canela;41115;370663.5625;9015.29003906
1751;MINAS GERAIS;Divisa Nova;5828;44721.078125;7673.49023438
1752;PARANA;Paraiso do Norte;11939;102151.6015625;8556.12988281
1753;MINAS GERAIS;Oliveira;39214;342731.84375;8740.04003906
1754;BAHIA;Taperoa;19388;80988.609375;4177.25
1755;SAO PAULO;Ipua;15883;204742.140625;12890.65039062
1756;PARANA;Candido de Abreu;18100;182986.6875;10109.75976562
1757;GOIAS;Cristalina;38504;901832.5;23421.7890625
1758;RIO GRANDE DO NORTE;Macaiba;66380;708533.8125;10673.91015625
1759;BAHIA;Santa Luzia;15613;51422.97265625;3293.60009766
1760;PARANA;Sao Miguel do Iguacu;26451;452659.625;17113.140625
1761;RIO GRANDE DO NORTE;Major Sales;3631;15742.34960938;4335.54003906
1762;MINAS GERAIS;Estiva;11426;97946.8125;8572.28027344
1763;MINAS GERAIS;Bandeira do Sul;5330;31063.99609375;5828.14013672
1764;SAO PAULO;Cosmorama;7033;86788.875;12340.24023438
1765;SERGIPE;Feira Nova;5875;32150.49804688;5472.43017578
1766;SANTA CATARINA;Penha;22263;252274.234375;11331.54980469
1767;ACRE;Santa Rosa do Purus;4358;28091.17382812;6445.89013672
1768;SAO PAULO;Mirassolandia;4396;34264.3203125;7794.43017578
1769;PIAUI;Currais;4710;34505.06640625;7325.91992188
1770;TOCANTINS;Monte do Carmo;6723;88327.65625;13138.12988281
1771;GOIAS;Palestina de Goias;3317;42713.81640625;12877.24023438
1772;MINAS GERAIS;Marmelopolis;3156;19299.72265625;6115.25
1773;PARANA;Santo Antonio da Platina;42002;426821.1875;10161.9296875
1774;RIO GRANDE DO SUL;Fazenda Vilanova;3248;148094.75;45595.671875
1775;PERNAMBUCO;Ribeirao;39317;211137.0625;5370.12011719
1776;PARANA;Cambe;97329;1529310.625;15712.79980469
1777;CEARA;Uruoca;13820;41727.48046875;3019.35009766
1778;SANTA CATARINA;Vargeao;3685;61478.05078125;16683.3203125
1779;SAO PAULO;Sao Miguel Arcanjo;31329;371031.375;11843.0703125
1780;ESPIRITO SANTO;Cachoeiro de Itapemirim;201259;2399003.25;11919.98046875
1781;RIO GRANDE DO SUL;Sao Martinho;5910;78099.75;13214.84960938
1782;GOIAS;Sao Miguel do Araguaia;23142;217922.734375;9416.75976562
1783;MINAS GERAIS;Tarumirim;14585;75479.171875;5175.12011719
1784;SAO PAULO;Bocaina;11028;175754.640625;15937.12988281
1785;PARANA;Urai;11774;108368.859375;9204.08007812
1786;RIO GRANDE DO NORTE;Doutor Severiano;6616;26936.34179688;4071.38989258
1787;MATO GROSSO DO SUL;Navirai;45627;693041.5625;15189.29003906
1788;SAO PAULO;Atibaia;126757;2625614.75;20713.76953125
1789;MINAS GERAIS;Mamonas;6485;25831.9375;3983.34008789
1790;PIAUI;Sao Francisco do Piaui;6461;20146.16015625;3118.12011719
1791;RIO GRANDE DO SUL;Vila Maria;4299;109764.3515625;25532.52929688
1792;PIAUI;Francinopolis;5458;17245.60742188;3159.68994141
1793;BAHIA;Conceicao do Coite;62893;292867.1875;4656.58984375
1794;BAHIA;Biritinga;14260;53547.6875;3755.10009766
1795;ESPIRITO SANTO;Conceicao da Barra;27059;401526.25;14838.91992188
1796;BAHIA;Ibipeba;17666;58437.6796875;3307.91992188
1797;GOIAS;Joviania;6914;82713.7421875;11963.23046875
1798;PARAIBA;Campina Grande;383764;3894133.5;10147.20996094
1799;BAHIA;Anage;25262;74545.8046875;2950.90991211
1800;BAHIA;Irece;66061;415895.0;6295.62011719
1801;BAHIA;Medeiros Neto;22752;148739.390625;6537.41992188
1802;PIAUI;Ilha Grande;8734;34292.40625;3926.31005859
1803;SAO PAULO;Boraceia;4439;89564.65625;20176.76953125
1804;BAHIA;Planalto;22151;110698.2578125;4997.43994141
1805;GOIAS;Ipiranga de Goias;2906;26288.5234375;9046.29003906
1806;MINAS GERAIS;Baldim;8582;67873.515625;7908.81982422
1807;SAO PAULO;Praia Grande;249551;2780735.25;11142.95019531
1808;GOIAS;Marzagao;2157;21822.19921875;10116.91992188
1809;PARA;Porto de Moz;28091;76142.9296875;2710.58007812
1810;MATO GROSSO DO SUL;Costa Rica;19228;414671.5;21566.01953125
1811;PIAUI;Alvorada do Gurgueia;5209;27634.43945312;5305.12988281
1812;SAO PAULO;Jardinopolis;37471;487728.96875;13016.16992188
1813;PARANA;Presidente Castelo Branco;4934;39173.65234375;7939.52978516
1814;PARANA;Curitiba;1851215;45762420.0;24720.2109375
1815;SAO PAULO;Estrela d'Oeste;9042;428017.0;47336.5390625
1816;MINAS GERAIS;Sao Joaquim de Bicas;23986;308069.5;12843.71972656
1817;RIO GRANDE DO SUL;Coxilha;2997;79944.40625;26674.81054688
1818;MINAS GERAIS;Icarai de Minas;10934;44507.5625;4070.57006836
1819;SAO PAULO;Rubiacea;2661;57313.17578125;21538.2109375
1820;SANTA CATARINA;Passos Maia;4555;60104.18359375;13195.20996094
1821;RIO DE JANEIRO;Cambuci;14770;168745.65625;11424.88964844
1822;BAHIA;Salinas da Margarida;14194;62426.8046875;4398.10986328
1823;ALAGOAS;Olivenca;10865;33409.52734375;3074.9699707
1824;RIO GRANDE DO SUL;Chapada;9673;190121.703125;19654.88085938
1825;TOCANTINS;Porto Alegre do Tocantins;2968;15878.50195312;5349.89990234
1826;BAHIA;Capim Grosso;27158;121918.3125;4489.22021484
1827;MATO GROSSO;Vale de Sao Domingos;2955;32239.96875;10910.30957031
1828;SAO PAULO;Valparaiso;22514;327024.03125;14525.36035156
1829;MINAS GERAIS;Santana do Jacare;4716;34777.21484375;7374.29980469
1830;SAO PAULO;Agudos;36188;753584.625;20824.16015625
1831;PIAUI;Nossa Senhora dos Remedios;8378;23638.20117188;2821.45996094
1832;BAHIA;Juazeiro;243896;1745979.625;7158.70996094
1833;MINAS GERAIS;Lamim;3654;16759.16015625;4586.52001953
1834;BAHIA;Dom Basilio;11620;84668.9140625;7286.47998047
1835;MINAS GERAIS;Periquito;7161;42513.58984375;5936.81982422
1836;RIO GRANDE DO SUL;Sao Lourenco do Sul;43388;528960.375;12191.40039062
1837;PARAIBA;Cuite de Mamanguape;6737;40357.0546875;5990.35986328
1838;SAO PAULO;Tupi Paulista;14389;151365.1875;10519.50976562
1839;RIO GRANDE DO SUL;Serafina Correa;14733;328562.90625;22301.15039062
1840;SANTA CATARINA;Laguna;51691;442331.40625;8557.21972656
1841;GOIAS;Teresina de Goias;2915;14530.07128906;4984.58984375
1842;SAO PAULO;Caiabu;4131;32694.49609375;7914.43017578
1843;PARAIBA;Marizopolis;6457;23577.13867188;3651.40991211
1844;TOCANTINS;Fortaleza do Tabocao;2149;67903.1875;31597.58007812
1845;RIO GRANDE DO NORTE;Sao Miguel;23593;99753.359375;4228.08984375
1846;RIO GRANDE DO NORTE;Augusto Severo;9203;39951.48046875;4341.14013672
1847;MATO GROSSO DO SUL;Laguna Carapa;6031;114866.703125;19046.05078125
1848;MARANHAO;Sao Luis;997098;15337347.0;15381.99023438
1849;MINAS GERAIS;Sao Sebastiao do Maranhao;12099;43979.26953125;3634.94995117
1850;TOCANTINS;Sao Sebastiao do Tocantins;4441;19921.65429688;4485.85009766
1851;MATO GROSSO DO SUL;Mundo Novo;16506;175220.859375;10615.58984375
1852;PARANA;Tibagi;19421;324484.21875;16707.91015625
1853;SAO PAULO;Itatinga;19085;226146.0625;11849.41015625
1854;SAO PAULO;Ribeirao Grande;6992;82653.4609375;11821.15039062
1855;MARANHAO;Sucupira do Riachao;4869;15975.88769531;3281.13989258
1856;RIO GRANDE DO NORTE;Alexandria;14151;61343.26953125;4334.91015625
1857;MATO GROSSO;Jauru;10748;125273.625;11655.53027344
1858;BAHIA;Saude;12355;41634.6484375;3369.86010742
1859;MINAS GERAIS;Pai Pedro;6217;26079.7265625;4194.91015625
1860;SAO PAULO;Echapora;6239;75944.7265625;12172.58007812
1861;MATO GROSSO;Nova Lacerda;5252;73640.671875;14021.45019531
1862;SAO PAULO;Ibira;11141;110655.3046875;9932.25976562
1863;SANTA CATARINA;Sangao;11121;127265.7109375;11443.73046875
1864;PARAIBA;Queimadas;40323;194858.921875;4832.45019531
1865;RIO GRANDE DO SUL;Parai;6979;130695.2578125;18726.9296875
1866;RIO GRANDE DO SUL;Vale Real;5031;48317.95703125;9604.04980469
1867;PARAIBA;Alagoinha;13470;48926.3515625;3632.25
1868;BAHIA;Caraibas;10495;32104.37109375;3059.02001953
1869;BAHIA;Laje;22180;128748.09375;5804.68994141
1870;MINAS GERAIS;Campestre;20854;193952.3125;9300.48046875
1871;RIO GRANDE DO SUL;Palmitinho;7134;75226.9296875;10544.84960938
1872;RONDONIA;Rolim de Moura;50499;520219.5625;10301.58007812
1873;RIO DE JANEIRO;Valenca;75819;756277.1875;9974.76953125
1874;GOIAS;Campinacu;3908;29268.20703125;7489.31005859
1875;SANTA CATARINA;Itapema;36629;498226.28125;13601.95996094
1876;RIO GRANDE DO SUL;Santana da Boa Vista;8891;83511.515625;9392.80957031
1877;RIO GRANDE DO SUL;Sede Nova;2996;42928.94140625;14328.75
1878;ESPIRITO SANTO;Brejetuba;11097;112031.0859375;10095.62011719
1879;RIO GRANDE DO NORTE;Francisco Dantas;3008;14319.33789062;4760.41992188
1880;RIO GRANDE DO SUL;Gramado Xavier;4124;42941.70703125;10412.63964844
1881;SAO PAULO;Itupeva;42458;1736231.125;40892.91015625
1882;PARANA;Nova Tebas;8283;54613.16796875;6593.39990234
1883;PARANA;Santo Antonio do Caiua;2733;26489.55859375;9692.48046875
1884;SANTA CATARINA;Pedras Grandes;4515;66016.4921875;14621.58984375
1885;MINAS GERAIS;Berilo;13717;55482.6015625;4044.81005859
1886;SAO PAULO;Penapolis;59597;890737.9375;14946.01953125
1887;MATO GROSSO;Varzea Grande;240038;3000096.0;12498.41992188
1888;GOIAS;Itapuranga;25170;192856.984375;7662.18017578
1889;CEARA;Carnaubal;16755;65062.3125;3883.15991211
1890;RIO GRANDE DO NORTE;Santana do Serido;2858;15413.375;5393.06005859
1891;BAHIA;Lajedinho;4468;19471.34375;4357.95996094
1892;PARANA;Cantagalo;12733;112364.609375;8824.6796875
1893;ALAGOAS;Barra de Santo Antonio;14435;53292.31640625;3691.87988281
